C = C C = C . C c 1 c c c ( C ) c c 1 > A_CCCCCCC,C = C C ( C ) C c 1 c c c ( C ) c c 1
C c 1 c c c ( C ) c ( O ) c 1 C . O >,C C 1 = C C ( = O ) C ( C ) = C ( C ) C 1 = O
C C C C C C ( = O ) / C = C / Br > A_[Na+] A_CCO,C C C C C C ( O ) / C = C / Br
C C C C C C ( = O ) / C = C / Br > A_[Na+] A_CCO,C C C C C C ( O ) / C = C / Br
C # C C ( C C C C C ) O C . I I > A_[Na+] A_[OH-],C C C C C C ( / C = C / I ) O C
N N . N c 1 n c 2 c ( Cl ) c c c c 2 s 1 > A_O,N N c 1 n c 2 c ( Cl ) c c c c 2 s 1
C = C ( C ) C # N . C C O . C C O C C >,C C O C ( C C ( C ) C # N ) ( C C ( C ) C # N ) C ( C ) = O
O C C N ( C C O ) C C O > A_O,O C C N ( C C O ) C C O
Cl C c 1 c n c c n 1 . O C C O > A_[Na],O C C O C c 1 c n c c n 1
C C N = C = S . N C C N C c 1 n c c s 1 >,C C N C ( = S ) N C C N C c 1 n c c s 1
C N = C = O . N C C S C c 1 c n c c n 1 >,C N C ( = O ) N C C S C c 1 c n c c n 1
C N = C = O . N C C N C c 1 n c c s 1 >,C N C ( = O ) N C C N C c 1 n c c s 1
C O . C [O-] . N # C C C N . [Na+] >,N # C C ( C N C = O ) C ( = O ) [Na]
Cl Cl . O = c 1 c c [nH] c ( = O ) [nH] 1 > A_Cl,O = c 1 [nH] c c ( Cl ) c ( = O ) [nH] 1
O = C N C C C C C C N C = O >,[C-] # [N+] C C C C C C [N+] # [C-]
C C C C O . C C C C P ( C C C C ) C C C C >,C C C C C ( C C ) C O
C C ( = O ) N c 1 c c c c c 1 F . Cl Cl >,C C ( = O ) N c 1 c c c ( Cl ) c c 1 F
C C ( C ) N . O = C 1 C C C C C 1 >,C C ( C ) N = C 1 C C C C C 1
C C ( = O ) C ( C ) Cl . C C ( S ) C ( C ) S >,C C 1 = C ( C ) S C ( C ) C ( C ) S 1
C C O . C N C . O = C ( [O-] ) C c 1 c c c c n 1 >,C O C ( C ( = O ) N ( C ) C ) c 1 c c c c n 1
C C C C = O . N > A_[H][H],C C C C = N C C C C
C N ( C ) C C C N . O = C O > A_O A_Cc1ccccc1,C N ( C ) C C C N C = O
C 1 = C C C C C C C 1 . C = C >,C = C C C C C C C C = C
N # C C = C c 1 c c c s 1 . N O > A_CO,N C ( C = C c 1 c c c s 1 ) = N O
C C C C C C C C C C 1 C O 1 . N C C C N > A_CO,C C C C C C C C C C ( O ) C N C C C N C C ( O ) C C C C C C C C C
C C ( C N ) C C N . C C C C C C C C C C 1 C O 1 >,C C C C C C C C C C ( O ) C N C C C ( C ) C N C C ( O ) C C C C C C C C C
Br C C C C C C Br . C C ( C ) C C O C C C C O >,C C ( C ) C C O C C C C O C C C C C C Br
Cl . N c 1 c c c c n 1 . [Br-] > A_O A_[K+],N c 1 n c c ( Cl ) c c 1 Br
C c 1 c c c ( O ) c n 1 . O = [N+] ( [O-] ) O >,C c 1 c c c ( O ) c ( [N+] ( = O ) [O-] ) n 1
Cl C c 1 c c [nH] n 1 . O C C O > A_[Na],O C C O C c 1 c c [nH] n 1
C = C C ( = O ) O C . N C c 1 c c c o 1 >,C O C ( = O ) C C N ( C C C ( = O ) O C ) C c 1 c c c o 1
C C ( C ) ( C ) O C ( = O ) C Cl . C C C C N >,C C C C N C C ( = O ) O C ( C ) ( C ) C
C C ( = O ) O . C C O . N N c 1 c c c c c 1 >,O c 1 c c c ( - c 2 c c 3 c c c c c 3 [nH] 2 ) c c 1
C C ( C ) c 1 c c c ( C C C ( = O ) O ) c c 1 >,C C ( C ) c 1 c c c ( C C C ( = O ) C C c 2 c c c ( C ( C ) C ) c c 2 ) c c 1
Cl C C C I . O = C C c 1 c c c c c 1 >,O = C ( C C C Cl ) C c 1 c c c c c 1
C c 1 c c c c ( N ) c 1 . O C 1 C C C C C 1 > A_O,C c 1 c c c c ( N C 2 C C C C C 2 ) c 1
C C C C C C C 1 C O 1 . N > A_O A_CCO,C C C C C C C ( O ) C N
C = C C = O . C C ( C O ) C O >,C = C C 1 O C C ( C ) C O 1
C = C C = O . C C ( C O ) C O >,C = C C 1 O C C ( C ) C O 1
Cl C Cl . O = C ( O ) c 1 c c c c c 1 >,O = C ( Cl ) c 1 c c c c c 1
C C C C C C 1 ( C ) C O 1 . S > A_CO,C C C C C C ( C ) ( O ) C S
C [O-] . Cl c 1 c n c c ( Cl ) n 1 > A_[Na+] A_CO,C O c 1 c n c c ( Cl ) n 1
C C O C ( = O ) c 1 c n c 2 n c n n 2 c 1 O > A_Cl,O = C ( O ) c 1 c n c 2 n c n n 2 c 1 O
C C ( O ) c 1 c c c o 1 . O > A_C1CCOC1,C c 1 o c c c ( = O ) c 1 O
C C 1 2 C C C ( C C 1 = O ) C 2 ( C ) C >,C C 1 ( C ) C 2 C C C 1 ( C ) C ( O ) C 2
C C C C N . C O C C ( Cl ) C = O > A_Cc1ccccc1,C C C C N C ( C = O ) C O C
O = C c 1 c c c ( O ) c c 1 > A_[Na+] A_[OH-],O c 1 c c c ( C ( O ) C ( O ) c 2 c c c ( O ) c c 2 ) c c 1
N c 1 c c c n c 1 . O C C ( O ) C O >,c 1 c n c 2 c c c n c 2 c 1
C C C C N C C C C . S = C ( Cl ) Cl > A_CCOCC,C C C C N ( C C C C ) C ( = S ) Cl
C = C C = O . C C ( C O ) C O > A_C1CCOC1,C = C C 1 O C C ( C ) C O 1
C = C C = O . C C ( C O ) C O > A_C1CCOC1 A_[H][H],C = C C 1 O C C ( C ) C O 1
C n 1 c c c c 1 . N # C C # N > A_Cl,C n 1 c c c c 1 C C # N
C = C C # N . N C C ( = O ) O > A_[Na],N # C C C N ( C C C # N ) C C ( = O ) O
C 1 C C C C C C C C C C C 1 . O > A_ClC(Cl)Cl,O C 1 C C C C C C C C C C C 1
C C ( N ) C N . C C C C C C C C C ( = O ) O >,C C C C C C C C C 1 = N C ( C ) C N 1
C 1 C C O C 1 . [Li] C C C C > A_CCCCCC,O = C C 1 ( c 2 c c c c c 2 ) C C C C 1
C C C C O C C ( = O ) c 1 c c c c c 1 >,C C C C O c 1 c c c c c 1 C ( = O ) C = O
C S C C C ( N C ( C ) = O ) C ( = O ) O > A_O,C S C C [C@H] ( N ) C ( = O ) O
C N 1 C C C ( O ) ( c 2 c c c c c 2 ) C C 1 > A_Cl,C N 1 C C = C ( c 2 c c c c c 2 ) C C 1
O C [C@@H] ( O ) C ( O ) [C@H] ( O ) C O >,O C [C@H] ( O ) [C@@H] ( O ) [C@H] ( O ) C O
C N C . O = C 1 C C C C C 1 > A_CCOCC,C N ( C ) C 1 = C C C C C 1
Cl . O = C c 1 c c c 2 c ( c 1 ) O C O 2 > A_[Cl-],Cl C c 1 c c c 2 c ( c 1 ) O C O 2
N . O = C 1 C C N ( C C 2 C C C C C 2 ) C C 1 >,N C 1 C C N ( C C 2 C C C C C 2 ) C C 1
c 1 c c c ( C 2 C C C C C 2 ) c c 1 >,c 1 c c c ( C 2 C C C C C 2 ) c c 1
N c 1 c c n c c 1 > A_O A_[Na+],c 1 c c ( N = N c 2 c c n c c 2 ) c c n 1
O = [N+] ( [O-] ) c 1 c c c c ( Cl ) c 1 O >,N c 1 c c c c ( Cl ) c 1 O
Br . C C O P ( = O ) ( C C 1 C O 1 ) O C C >,C C O P ( = O ) ( C C ( O ) C Br ) O C C
C C C ( C ) C ( C ) ( C O ) C O >,C = C C ( C ) C ( C ) ( C O ) C O
C C ( = O ) C = C C = C ( C ) C C ( C ) C >,C C ( C ) C C ( C ) C C C C ( C ) O
C C ( = O ) N C 1 C C C c 2 s c c c 2 1 . O >,C C ( = O ) N C 1 C C C ( = O ) c 2 s c c c 2 1
N N . O = C ( O ) c 1 c c c ( Cl ) c c 1 Cl > A_O,Cl c 1 c c c ( - c 2 n n c ( - c 3 c c c ( Cl ) c c 3 Cl ) o 2 ) c ( Cl ) c 1
N . O = C ( O ) C n 1 n n n c 1 S > A_C1CCOC1,N C ( = O ) C n 1 n n n c 1 S
C C = C C C C C C C C C C C ( = O ) O >,C C C C C C C C C C C = C C ( = O ) O
C c 1 c c c ( Cl ) c c 1 . Cl C ( Cl ) ( Cl ) Cl >,Cl c 1 c c c ( C ( Cl ) ( Cl ) Cl ) c c 1
C = O . C N C . C c 1 c c n c c 1 O > A_O,C c 1 c c n c ( C N ( C ) C ) c 1 O
C c 1 c c c ( P ( Cl ) Cl ) c c 1 C > A_[Cl-],C c 1 c c c ( P ( Cl ) c 2 c c c ( C ) c ( C ) c 2 ) c c 1 C
Br . C C 1 = C C C C ( C ) = C C C 1 >,C C 1 2 C C C C ( C ) ( C C 1 ) C 2 Br
C O C C N . c 1 c c c ( C 2 C O 2 ) c c 1 >,C O C C N C C ( O ) c 1 c c c c c 1
C O . N # C c 1 c c n c ( Cl ) c 1 > A_[Na],C O c 1 c c ( C # N ) c c n 1
C S C C C ( N C ( C ) = O ) C ( = O ) O >,C S C C [C@H] ( N ) C ( = O ) O
C S C C C ( N C ( C ) = O ) C ( = O ) O > A_O,C S C C [C@H] ( N ) C ( = O ) O
C = C c 1 c c c c c 1 . c 1 c c c c c 1 >,C ( = C / c 1 c c c c c 1 ) \ c 1 c c c c c 1
C = C C N . N C = C C = C 1 C C = C O 1 >,C C 1 C = N C ( c 2 c c c o 2 ) C C = C C C C = C C 1
C C 1 C O 1 . C c 1 c c c c ( N ) c 1 C >,C c 1 c c c c ( N C C ( C ) O ) c 1 C
C C O C C . C N ( C ) c 1 c c ( C # N ) c c n 1 >,C C ( = O ) c 1 c c n c ( N ( C ) C ) c 1
Cl c 1 c c c ( - c 2 c c n c c 2 ) n n 1 . N N >,N N c 1 c c c ( - c 2 c c n c c 2 ) n n 1
C C C C C C # C C C # C / C = C / C O > A_ClCCl,C C C C C C # C C C # C / C = C / C = O
Cl c 1 c c c 2 s c ( Cl ) n c 2 c 1 >,Cl c 1 c c c 2 s c ( Cl ) n c 2 c 1
C C C C O C ( C ) Cl . c 1 n c [nH] n 1 > A_CC#N,C C C C O C ( C ) n 1 c n c n 1
C C C C C C C C C C C C N . O = C 1 C C C O 1 >,C C C C C C C C C C C C N 1 C C C C 1 = O
N C ( N ) = S . O = C 1 C C C C C 1 Cl > A_O A_Cl,N c 1 n c 2 c ( s 1 ) C C C C 2
C C # N . C c 1 c c c c ( C ) c 1 N > A_CCOC(C)=O,C c 1 c c c c ( C ) c 1 N C C # N
C C C C Br . C N ( C ) C C O > A_Cc1ccccc1 A_[Na],C C C C O C C N ( C ) C
C C C C C c 1 c c c ( O ) c c 1 >,C C C C C C 1 C C C ( O ) C C 1
O = C 1 O C ( C O ) C ( O ) C ( O ) C 1 O >,O = C 1 O [C@H] ( [C@H] ( O ) C O ) C ( O ) = C 1 O
C C ( O ) ( O C C Cl ) C 1 C C C C O 1 > A_O,O C C O C C O C C 1 O C C c 2 c c c c c 2 1
C C N . Cl C C ( C Cl ) O C c 1 c c c c c 1 > A_O,C C N 1 C C ( O C c 2 c c c c c 2 ) C 1
O = C C Cl . S C c 1 c c n c c 1 >,O = C C S C c 1 c c n c c 1
C C 1 C C = C ( C ( = O ) O ) C C 1 > A_O,C C 1 = C C C ( C ( = O ) O ) C C 1
C C ( C ) = C C O . C O C ( C ) ( O C ) O C > A_CO,C = C C ( C ) ( C ) C C ( = O ) O C
C C ( C ) = C C O . C O C ( C ) ( O C ) O C > A_CO,C = C C ( C ) ( C ) C C ( = O ) O C
C c 1 n o n c 1 C O . N C C S > A_Cl,C c 1 n o n c 1 C S C C N
C 1 C N 1 . N c 1 c c c c c 1 >,N C C N c 1 c c c c c 1
N # C c 1 c c c c c 1 . N N >,c 1 c c c ( C 2 = N N = C ( c 3 c c c c c 3 ) N N 2 ) c c 1
C = C C N C C N . S = C = S > A_CCO,C = C C N C C N C ( = S ) S
C C ( C ) = O . O = c 1 n c c ( Br ) c [nH] 1 >,C = C C n 1 c c ( Br ) c n c 1 = O
C C O C ( = O ) C C ( N ) = S > A_CCOCC,C C O C ( = O ) C c 1 n c ( C ( = O ) O ) c s 1
C ( C C C 1 C O 1 ) C C 1 C O 1 . [OH-] > A_[K+],C C C C C C C 1 2 O C 1 O 2
C C ( C ) ( C O ) C O . C C O C ( = O ) O C C >,C C 1 ( C ) C O C ( = O ) O C 1
C C ( C ) ( C ) C 1 C C C C ( N ) C 1 > A_[Pd],C C ( C ) ( C ) c 1 c c c c ( N ) c 1
Cl Cl . S c 1 n c 2 c c c ( Cl ) c c 2 o 1 > A_[K],Cl c 1 c c c 2 n c ( Cl ) o c 2 c 1
C O . Cl C c 1 c c c o 1 . [OH-] > A_O A_[Na+],O = C ( O ) C c 1 c c c o 1
N # C c 1 c c ( C C C Cl ) c c n 1 > A_C1CCOC1,N C c 1 c c ( C C C Cl ) c c n 1
C O c 1 c c c ( C = O ) c ( O C ) c 1 Cl > A_ClCCl,C O c 1 c c c ( C = O ) c ( O ) c 1 Cl
N c 1 c c c c c 1 . O C C O >,c 1 c c c 2 [nH] c c c 2 c 1
C 1 C O C C N 1 . O = C 1 N O C C ( = S ) N 1 >,O = C 1 N = C ( N 2 C C O C C 2 ) C O N 1
C N C . S = C = S >,C N ( C ) C ( = S ) S S C ( = S ) N ( C ) C
C N C . S = C = S > A_CC(C)O,C N ( C ) C ( = S ) S S C ( = S ) N ( C ) C
C = O . O c 1 c c c c c 1 >,O = C c 1 c c c c c 1 O
C C ( C ) N . C O c 1 c c c ( C C C C Br ) c c 1 >,C O c 1 c c c ( C C C C N C ( C ) C ) c c 1
C c 1 c c c c 2 c c c c c 1 2 > A_O=S(=O)(O)O,C c 1 c c c ( - c 2 c c c ( C ) c 3 c c c c c 2 3 ) c 2 c c c c c 1 2
N N C ( = O ) C 1 C C 1 . S = C = S > A_CN(C)C=O,S c 1 n n c ( C 2 C C 2 ) o 1
N C C N . O c 1 c c c c c 1 > A_O A_Cc1ccccc1,c 1 c c c 2 c ( c 1 ) C C N O 2
N C C N . O c 1 c c c c c 1 > A_ClCCl,C 1 = C c 2 c c c c c 2 O N 1
N C C N . O c 1 c c c c c 1 > A_ClCCl,c 1 c c c 2 c ( c 1 ) C C N O 2
C 1 = C c 2 c c c c c 2 C N 1 > A_N A_CC(C)(C)O,C 1 = C C C 2 C C N C C 2 = C 1
C O . C O c 1 c c ( C # N ) c c c 1 O . Cl >,C O N = C c 1 c c c ( Cl ) c ( O C ) c 1
O C 1 C C C 2 C C C C 1 2 > A_ClCCl,O = C 1 C C C 2 C C C C 1 2
Br c 1 c c c n c 1 . N C C O > A_O,O C C N c 1 c c c n c 1
C C ( = O ) O . O c 1 c c c c c 1 >,C C ( = O ) c 1 c c c ( O ) c c 1
N C 1 C C C C C 1 . O = C N ( C C O ) C C O >,O = C N C 1 C C C C C 1
C C C C C C 1 ( C ) C O 1 . S > A_C1CCOC1 A_CCOCC,C C C C C C ( C ) ( O ) C S
O C C 1 C O c 2 c c c c c 2 O 1 >,C ( O C C 1 C O 1 ) C 1 C O 1
C = C c 1 c c c c c 1 . C [SiH] ( Cl ) Cl >,Cl [SiH] ( Cl ) C C C c 1 c c c c c 1
Cl C C 1 C O 1 . N C c 1 c c c c c 1 >,O C ( C Cl ) C N C c 1 c c c c c 1
Cl C C 1 C O 1 . N C c 1 c c c c c 1 > A_C1CCCCC1,O C ( C Cl ) C N C c 1 c c c c c 1
O = C ( O ) C = C c 1 c c c c c 1 > A_O A_CC(=O)O,O = C ( O ) C # C c 1 c c c c c 1
C = C C ( = O ) O C C . I c 1 c c c c c 1 > A_[Pd],C C O C ( = O ) C = C c 1 c c c c c 1
Br . C = O . C C C C C C C C O > A_ClC(Cl)Cl,C C C C C C C C O C Br
Br . O = c 1 [nH] c 2 c c c c c 2 c c 1 C O >,O = c 1 [nH] c 2 c c c c c 2 c c 1 C Br
C C ( = O ) Br . O c 1 c c c n c 1 O > A_O,C C ( = O ) n 1 c c c c ( O ) c 1 = O
C O . N # C c 1 n c ( C Cl ) c n c 1 N >,C O C c 1 c n c ( N ) c ( C # N ) n 1
Cl C Br . C n 1 c c n c 1 S > A_CCN(CC)CC,C n 1 c c n c 1 S C Cl
O N = C c 1 c c ( F ) c c c 1 O > A_CC(=O)OC(C)=O,N # C c 1 c c ( F ) c c c 1 O
Br Br . C C ( C ( = O ) O ) C ( = O ) O >,C C ( Br ) ( C ( = O ) O ) C ( = O ) O
C 1 C N C C N 1 . C c 1 c c c n c 1 Cl >,C c 1 c c c n c 1 N 1 C C N C C 1
C N = C = S . N N c 1 c c c c c 1 > A_c1ccccc1,C N C ( = S ) N N c 1 c c c c c 1
Br c 1 c c n c 2 c c n c c 1 2 . C N C >,C N ( C ) c 1 c c n c 2 c c n c c 1 2
C C C C C C N . N # C C O > A_CO,C C C C C C N C C # N
C c 1 c c c ( C C O ) c c 1 . O = C ( O ) C Cl >,C c 1 c c c ( C C O C C ( = O ) O ) c c 1
C C 1 ( C ) C O C ( = O ) C 1 = O > A_Cc1ccccc1,C C 1 ( C ) C O C ( = O ) [C@@H] 1 O
C C ( = O ) c 1 c c c ( C ( = O ) O ) c c 1 . N >,C C ( N ) c 1 c c c ( C ( = O ) O ) c c 1
C C ( C ) = C ( C ) C . C [SiH] ( C ) Cl > A_[Cl-],C C ( C ) C ( C ) ( C ) [Si] ( C ) ( C ) Cl
O = C ( O ) C C ( F ) ( F ) C ( = O ) O >,O = C 1 C C ( F ) ( F ) C ( = O ) O 1
C # C C Br . C C O C ( O C C ) O C C >,C C O C ( C # C C Br ) O C C
C C = O . N C C ( = O ) N C C ( N ) = O > A_CO,C C 1 N C C ( = O ) N 1 C C ( N ) = O
C # C C O . C C ( C ) ( C ) C N = C = O >,C # C C O C ( = O ) N C C ( C ) ( C ) C
C C ( = O ) Cl . c 1 c c c c c 1 >,C C ( = O ) c 1 c c c c c 1
C C 1 ( C ) N c 2 c c c c c 2 S 1 > A_[Na+],C C ( C ) N c 1 c c c c c 1 S
C O C ( = O ) C C C C C = O > A_O A_CO,O = C C C C C C ( = O ) O
C O . C O [SiH] ( O C ) O C >,C O [Si] ( O C ) ( O C ) O C
N C C N . O = C c 1 c n c n c 1 > A_c1ccccc1,N C C N C c 1 c n c n c 1
C N 1 C C C ( O ) ( C N ) C C 1 . N C = O >,C N 1 C C C ( O ) ( C N C = O ) C C 1
C # C C N . O = S ( = O ) ( Cl ) c 1 c c c c c 1 >,C # C C N S ( = O ) ( = O ) c 1 c c c c c 1
N # C C C N ( C C # N ) C C C O > A_N,O C C C N 1 C C C N C C 1
C C C ( O ) c 1 c c c c c 1 . Cl > A_O,C C C ( Cl ) c 1 c c c c c 1
C C C C C Br . C O C C C N > A_CC(C)O,C C C C C N C C C O C
N N . O = C 1 O C ( O ) c 2 c c ( Br ) c c c 2 1 >,O = c 1 [nH] n c c 2 c c ( Br ) c c c 1 2
C C C ( C ) N C ( C ) C C . O = C ( Cl ) Cl >,C C C ( C ) N ( C ( = O ) Cl ) C ( C ) C C
c 1 c c c ( - c 2 n n n [nH] 2 ) c c 1 > A_[Na],c 1 c c c ( - c 2 n n n [nH] 2 ) c c 1
C C ( = O ) C 1 = C C N ( C ) C C 1 > A_ClCCl,C C ( = O ) C 1 = C C N C C 1
Br Br . O c 1 c ( F ) c c c c 1 F > A_[Na+],O c 1 c ( F ) c c ( Br ) c c 1 F
C N = C ( N C # N ) S C . N C C N > A_CC#N,C N C ( = N C # N ) N C C N
C = C C ( = O ) O C C . I c 1 c c c c c 1 >,C C O C ( = O ) C = C c 1 c c c c c 1
O = C ( C C C C C Br ) N c 1 c c c c c 1 O >,O c 1 c c c c c 1 N C C C C C C Br
Br C 1 C C C C C 1 . C C ( N ) = O >,C C ( = O ) N C 1 C C C C C 1
C C ( O ) C ( = O ) O . N C C O C C O > A_O,C C ( O ) C ( = O ) N C C O C C O
C 1 C C S C 1 . C C O . Cl . N O > A_O=C([O-])[O-],O N = C 1 C S C ( c 2 c c c ( Cl ) c c 2 ) C 1
C = C C N C ( = S ) N C C = C > A_CCN(CC)CC A_CC#N,C = C C N = C = N C C = C
C O . O = C ( O ) C c 1 c c s c 1 >,C O C ( = O ) C c 1 c c s c 1
N c 1 c c c c c 1 C O C C ( = O ) O > A_CO,O = C 1 C O C c 2 c c c c c 2 N 1
C N = C = O . N c 1 n n n [nH] 1 > A_O A_CN(C)C=O,C N C ( = O ) N c 1 n n n [nH] 1
C # C C C C C = O . S C C C S > A_ClCCl,C # C C C C C 1 S C C C S 1
C C 1 ( C ) C O C ( = O ) C 1 = O > A_c1ccccc1,C C 1 ( C ) C O C ( = O ) [C@@H] 1 O
C O c 1 c c 2 c c c c c 2 c c 1 O C >,C O C 1 C C 2 C C C = C C 2 = C C 1 = O
C 1 C O C C N 1 . O c 1 c c c c c 1 O > A_CO,O = C 1 C = C ( N 2 C C O C C 2 ) C ( N 2 C C O C C 2 ) = C C 1 = O
Br C c 1 c c c c c 1 . C C N C C > A_CCOCC,C C N ( C C ) C c 1 c c c c c 1
Br C c 1 c c c c c 1 . C 1 C C N C 1 > A_CCOCC,c 1 c c c ( C N 2 C C C C 2 ) c c 1
Br C c 1 c c c c c 1 . C C C N C C C > A_CCOCC,C C C N ( C C C ) C c 1 c c c c c 1
O = C c 1 c c c ( O ) c c 1 > A_CC(C)=O,C C ( = O ) C = C c 1 c c c ( O ) c c 1
C C ( = O ) C ( C ) O . N # C N = C ( N ) N > A_Cl,C c 1 n c ( N C ( = N ) N ) o c 1 C
C O C C O . Cl C C 1 C O 1 > A_CCOCC A_O=S(=O)(O)O,C O C C O C C ( O ) C Cl
C # C C O . C C ( C ) = C C Br > A_C1CCOC1,C # C C O C C = C ( C ) C
C = C C C C C C C C C C C > A_[K+] A_CCO A_[OH-],C # C C C C C C C C C C C
C = C C C C = C . C C ( C ) ( C ) S >,C C ( C ) ( C ) S C C C C C C S C ( C ) ( C ) C
C C C C C C C C ( = O ) Cl . O C C O > A_c1ccncc1,C C C C C C C C ( = O ) O C C O
C C C C C C C C C C C C C C O > A_ClCCl,C C C C C C C C C C C C C C = O
C C ( C ) C ( = O ) C C # N . C N N > A_CC(=O)O,C C ( C ) c 1 c c ( N ) n ( C ) n 1
C O [Si] ( C ) ( O C ) c 1 c c c c c 1 > A_[H][H],C O [Si] ( C ) ( O C ) C 1 C C C C C 1
C C ( = O ) C ( C ) ( C ) Br . c 1 c n [nH] c 1 >,C C ( = O ) C ( C ) ( C ) n 1 c c c n 1
O C c 1 c c c c 2 c c c n c 1 2 > A_CO,O C c 1 c c c c 2 c 1 N C C C 2
C # C C C C ( = O ) O . I c 1 c s c ( I ) c 1 >,O = C ( O ) C C C # C c 1 c c c ( I ) s 1
C C C N C C C . C N C ( = O ) N C >,C C C N ( C C C ) C ( = O ) N C
